item_id,property,value
great-crested-flycatcher,Genus,"Myiarchus"
great-crested-flycatcher,Order,"Passeriformes"
great-crested-flycatcher,PIF Pop Est,"8799301"
great-crested-flycatcher,Scientific Name,"Myiarchus crinitus"
great-crested-flycatcher,Species Taxonomy,"crinitus"
great-crested-flycatcher,WAP15 ID,"ncwap15-spp-great-crested-flycatcher"
great-crested-flycatcher,NC Present,"NC"
great-crested-flycatcher,Present Breeding,"1"
great-crested-flycatcher,WAP Evaluated,"1"
great-egret,AOS4 Code,"GREG"
great-egret,AOS59 Code,"738"
great-egret,AOS6 Code,"ARDALB"
great-egret,AOS60 Code,"227"
great-egret,Avibase Code,"49D9148A171E7F2E"
great-egret,Common Name,"Great Egret"
great-egret,eBird Code,"greegr"
great-egret,Family,"Ardeidae"
great-egret,Genus,"Ardea"
great-egret,Order,"Pelecaniformes"
great-egret,PIF Pop Est,"712641"
great-egret,Plan,"North American Waterbird Conservation Plan 2002"
great-egret,Scientific Name,"Ardea alba"
great-egret,Species Taxonomy,"alba"
great-egret,WAP15 ID,"ncwap15-spp-great-egret"
great-egret,NC Present,"NC"
great-egret,WAP Management Concern,"1"
great-egret,Present Breeding,"1"
great-egret,Present Wintering,"1"
great-egret,WAP Evaluated,"1"
greater-scaup,AOS4 Code,"GRSC"
greater-scaup,AOS59 Code,"59"
greater-scaup,AOS6 Code,"AYTMAR"
greater-scaup,AOS60 Code,"55"
greater-scaup,Avibase Code,"25C94A8F90A829F7"
greater-scaup,Common Name,"Greater Scaup"
greater-scaup,eBird Code,"gresca"
greater-scaup,Family,"Anatidae"
greater-scaup,Genus,"Aythya"
greater-scaup,Order,"Anseriformes"
greater-scaup,PIF Pop Est,"1606158"
greater-scaup,Scientific Name,"Aythya marila"
greater-scaup,Species Taxonomy,"marila"
greater-scaup,WAP15 ID,"ncwap15-spp-greater-scaup"
greater-scaup,NC Present,"NC"
greater-scaup,WAP Management Concern,"1"
greater-scaup,Present Wintering,"1"
greater-scaup,WAP Evaluated,"1"
greater-yellowlegs,AOS4 Code,"GRYE"
greater-yellowlegs,AOS59 Code,"528"
greater-yellowlegs,AOS6 Code,"TRIMEL"
greater-yellowlegs,AOS60 Code,"403"
greater-yellowlegs,Avibase Code,"6EB81C98A8FD9CE6"
greater-yellowlegs,Common Name,"Greater Yellowlegs"
greater-yellowlegs,eBird Code,"greyel"
greater-yellowlegs,Family,"Scolopacidae"
greater-yellowlegs,Genus,"Tringa"
greater-yellowlegs,Order,"Charadriiformes"
greater-yellowlegs,PIF Pop Est,"137000"
greater-yellowlegs,Plan,"Red Knot Conservation Plan For The Western Hemisphere 2010"
greater-yellowlegs,Scientific Name,"Tringa melanoleuca"
greater-yellowlegs,Species Taxonomy,"melanoleuca"
greater-yellowlegs,WAP15 ID,"ncwap15-spp-greater-yellowlegs"
greater-yellowlegs,NC Present,"NC"
greater-yellowlegs,WAP Knowledge Concern,"1"
greater-yellowlegs,Present Wintering,"1"
greater-yellowlegs,WAP Evaluated,"1"
green-heron,AOS4 Code,"GRHE"
green-heron,AOS59 Code,"750"
green-heron,AOS6 Code,"BUTVIR"
green-heron,AOS60 Code,"238"
green-heron,Avibase Code,"86D45B8F04F61F0E"
green-heron,Common Name,"Green Heron"
green-heron,eBird Code,"grnher"
green-heron,Family,"Ardeidae"
green-heron,Genus,"Butorides"
green-heron,Order,"Pelecaniformes"
green-heron,PIF Pop Est,"772671"
green-heron,Plan,"North American Waterbird Conservation Plan 2002"
green-heron,Scientific Name,"Butorides virescens"
green-heron,Species Taxonomy,"virescens"
green-heron,WAP15 ID,"ncwap15-spp-green-heron"
green-heron,NC Present,"NC"
green-heron,WAP Knowledge Concern,"1"
green-heron,Present Breeding,"1"
green-heron,WAP Evaluated,"1"
green-winged-teal,AOS4 Code,"GWTE"
green-winged-teal,AOS59 Code,"53"
green-winged-teal,AOS6 Code,"ANACRE"
green-winged-teal,AOS60 Code,"49"
green-winged-teal,Avibase Code,"BC6C3CCE5C1B5D9B"
green-winged-teal,Common Name,"Green-winged Teal"
green-winged-teal,eBird Code,"gnwtea"
green-winged-teal,Family,"Anatidae"
green-winged-teal,Genus,"Anas"
green-winged-teal,Order,"Anseriformes"
green-winged-teal,PIF Pop Est,"3929100"
green-winged-teal,Plan,"North American Waterfowl Management Plan 2018"
green-winged-teal,Scientific Name,"Anas crecca"
green-winged-teal,Species Taxonomy,"crecca"
green-winged-teal,WAP15 ID,"ncwap15-spp-green-winged-teal"
green-winged-teal,NC Present,"NC"
green-winged-teal,WAP Management Concern,"1"
green-winged-teal,Present Wintering,"1"
green-winged-teal,WAP Evaluated,"1"
gull-billed-tern,AOS4 Code,"GBTE"
gull-billed-tern,AOS59 Code,"607"
gull-billed-tern,AOS6 Code,"GELNIL"
gull-billed-tern,AOS60 Code,"494"
gull-billed-tern,Avibase Code,"441918B5AE353C3B"
gull-billed-tern,Common Name,"Gull-billed Tern"
gull-billed-tern,eBird Code,"gubter1"
gull-billed-tern,Family,"Laridae"
gull-billed-tern,Genus,"Gelochelidon"
gull-billed-tern,Order,"Charadriiformes"
gull-billed-tern,PIF Pop Est,"8000"
gull-billed-tern,Plan,"Status Review And Conservation Recommendations For The Gull-Billed Tern In North America 2010"
gull-billed-tern,Scientific Name,"Gelochelidon nilotica"
